date time,cpu usage(%),mem usage(bytes),gpu usage(%),disk usage(%),network upload speed(Bps),network download speed(Bps)
2023/12/29 18:15:21,1.59,19177000000,5,0.33,37000,2000
2023/12/29 18:15:22,0.9,19151000000,5,0.97,930000,23000
2023/12/29 18:15:23,0.78,19196000000,5,0.54,110,162
2023/12/29 18:15:24,2.16,19206000000,5,0.24,369,465
2023/12/29 18:15:25,0,19201000000,5,0.39,6000,5000
2023/12/29 18:15:26,0.93,19203000000,5,0.51,239000,3000
2023/12/29 18:15:27,0.21,19199000000,5,0.89,455,4000
2023/12/29 18:15:28,1.69,19198000000,5,0.13,383,1000
2023/12/29 18:15:29,0,19219000000,5,0.61,60,155
2023/12/29 18:15:30,1.14,19214000000,5,2.3,869000,7000
2023/12/29 18:15:31,1.51,19216000000,5,1.32,67,71
2023/12/29 18:15:32,3.68,19201000000,2,0.42,167000,18000
2023/12/29 18:15:33,0.25,19194000000,2,1.18,210000,7000
2023/12/29 18:15:34,1.99,19170000000,4,0.96,1000000,34000
2023/12/29 18:15:35,0.89,19170000000,4,0.92,943000,16000
2023/12/29 18:15:36,0.29,19168000000,3,0.26,838,200
2023/12/29 18:15:37,0.11,19173000000,2,0.56,917,3000
2023/12/29 18:15:38,1.66,19168000000,3,0.76,154000,4000
2023/12/29 18:15:39,1.87,19232000000,1,0.43,344,163
2023/12/29 18:15:40,0.36,19234000000,1,0.28,127,71
2023/12/29 18:15:41,1.13,19226000000,1,0.61,0,0
2023/12/29 18:15:42,0,19225000000,4,0.52,1000,0
2023/12/29 18:15:43,0.88,19222000000,3,0.54,80000,2000
2023/12/29 18:15:44,1.74,19221000000,4,0.24,30000,738
2023/12/29 18:15:45,0.7,19222000000,1,0.64,0,0
2023/12/29 18:15:46,0.06,19208000000,3,0.53,127,71
2023/12/29 18:15:47,3.61,19246000000,4,1.2,83000,7000
2023/12/29 18:15:48,0.87,19243000000,1,0.48,60,0
2023/12/29 18:15:49,0.77,19245000000,2,0.48,0,0
2023/12/29 18:15:50,0.31,19243000000,1,0.64,60,0
2023/12/29 18:15:51,0.22,19243000000,2,0.25,60,42
2023/12/29 18:15:52,0.83,19240000000,1,0.63,60,0
2023/12/29 18:15:53,2.21,19232000000,1,0.62,83000,3000
2023/12/29 18:15:54,0.78,19229000000,1,0.4,296,217
2023/12/29 18:15:55,1.73,19269000000,3,0.26,2000,3000
2023/12/29 18:15:56,2.86,19260000000,4,1.21,269,4000
2023/12/29 18:15:57,4.45,19231000000,3,1.38,1000000,39000
2023/12/29 18:15:58,3.56,19158000000,6,0.99,3000000,96000
2023/12/29 18:15:59,1.2,19151000000,4,0.53,2000,1000
2023/12/29 18:16:00,1.74,19156000000,4,0.56,1000,9000
2023/12/29 18:16:01,1.23,19157000000,4,0.79,354000,7000
2023/12/29 18:16:02,0.55,19155000000,3,0.41,4000,129
2023/12/29 18:16:03,0.04,19155000000,4,0.58,378,517
2023/12/29 18:16:04,0.17,19172000000,4,0.7,491,524
2023/12/29 18:16:05,0.75,19167000000,3,0.62,6000,71
2023/12/29 18:16:06,0.15,19168000000,3,0.6,8000,199
2023/12/29 18:16:07,0.44,19163000000,2,0.5,11000,8000
2023/12/29 18:16:08,0.69,19161000000,2,0.77,684,3000
2023/12/29 18:16:09,0.53,19160000000,3,0.23,0,217
2023/12/29 18:16:10,0.5,19159000000,3,0.13,2000,398
2023/12/29 18:16:11,0.03,19159000000,3,0.49,2000,217
2023/12/29 18:16:12,0.57,19144000000,5,0.61,2000,217
2023/12/29 18:16:13,3.93,19218000000,4,0.48,8000,10000
2023/12/29 18:16:14,0.3,19213000000,2,0.49,508,443
2023/12/29 18:16:15,0.56,19212000000,2,0.62,60,42
2023/12/29 18:16:16,0.39,19213000000,3,0.49,127,71
2023/12/29 18:16:17,1.19,19207000000,3,0.7,249,130
2023/12/29 18:16:18,1.39,19203000000,2,1.78,4000,2000
2023/12/29 18:16:19,0.38,19226000000,2,0.62,201,213
2023/12/29 18:16:20,0.34,19229000000,2,0.36,9000,11000
2023/12/29 18:16:21,0.38,19226000000,2,0.26,66,55
2023/12/29 18:16:22,1.28,19229000000,2,1.93,127,71
2023/12/29 18:16:23,0.23,19224000000,2,1.19,1000,3000
2023/12/29 18:16:24,0.17,19223000000,2,0.73,309,465
2023/12/29 18:16:25,0.21,19221000000,2,0.52,247,71
2023/12/29 18:16:26,0.74,19213000000,2,0.51,60,0
2023/12/29 18:16:27,0.91,19139000000,2,5.93,425,445
2023/12/29 18:16:28,2.83,19040000000,4,0.93,92000,44000
2023/12/29 18:16:29,0.77,19052000000,4,0.26,23000,6000
2023/12/29 18:16:30,1.04,19047000000,2,1.74,8000,6000
2023/12/29 18:16:31,1.03,19084000000,5,1.28,67,71
2023/12/29 18:16:32,1.45,19081000000,5,0.44,975,2000
2023/12/29 18:16:33,3.77,19187000000,1,0.9,8000,24000
2023/12/29 18:21:34,0,19066000000,4,0,1000,927
2023/12/29 18:21:35,3.53,19076000000,2,0.53,8000,7000
2023/12/29 18:21:36,1.31,19094000000,2,0.61,218,162
2023/12/29 18:21:37,0.86,19084000000,2,0.74,127,71
2023/12/29 18:21:38,0,19095000000,4,0.27,66,469
2023/12/29 18:21:39,0,19089000000,2,0.48,1000,12000
2023/12/29 18:21:40,1.42,19087000000,1,1.67,67,71
2023/12/29 18:21:41,0.23,19077000000,2,0.52,60,0
2023/12/29 18:21:42,0.71,19052000000,5,0.35,1000000,57000
2023/12/29 18:21:43,2.42,19049000000,5,1.03,1000000,29000
2023/12/29 18:21:44,1.5,19049000000,5,0.98,1000,378
2023/12/29 18:21:45,0.06,19082000000,2,0.82,140000,8000
2023/12/29 18:21:46,0.46,19072000000,2,0.67,823000,16000
2023/12/29 18:21:47,0.85,19082000000,1,1.1,890,499
2023/12/29 18:21:48,0.9,19093000000,1,0.85,66,555
2023/12/29 18:21:49,0,19092000000,4,0.44,21000,13000
2023/12/29 18:21:50,2.7,19102000000,2,0.59,155000,5000
2023/12/29 18:21:51,0.22,19105000000,1,0.55,120,171
2023/12/29 18:21:52,0,19109000000,4,0.79,642,3000
2023/12/29 18:21:53,0.3,19105000000,1,0.39,60,0
2023/12/29 18:21:54,0.99,19100000000,5,0.75,203000,3000
2023/12/29 18:21:55,0.93,19101000000,1,1.24,1000,54
2023/12/29 18:21:56,0.84,19101000000,2,2.46,4000,356
2023/12/29 18:21:57,0,19094000000,1,0.58,126,55
2023/12/29 18:21:58,0.86,19092000000,2,1.58,155000,3000
2023/12/29 18:21:59,2.26,19109000000,2,0.85,231000,2000
2023/12/29 18:22:00,0,19096000000,2,2.06,67,71
2023/12/29 18:22:01,3.43,19084000000,3,0.86,158000,17000
2023/12/29 18:22:02,0,19082000000,2,0.54,771,153
2023/12/29 18:22:03,1.53,19089000000,1,0.7,273,217
2023/12/29 18:22:04,0,19100000000,2,0.36,820,662
2023/12/29 18:22:05,0,19098000000,1,0.25,454,573
2023/12/29 18:22:06,1.37,19099000000,2,0.71,12000,162
2023/12/29 18:22:07,0.36,19095000000,2,0.78,1000,125
2023/12/29 18:22:08,0.3,19092000000,2,0.26,0,0
2023/12/29 18:22:09,0,19085000000,2,0.49,784,6000
2023/12/29 18:22:10,0.67,19079000000,3,0.57,5000,695
2023/12/29 18:22:11,0.42,19075000000,4,0.88,113000,2000
2023/12/29 18:22:12,0,19063000000,1,0.4,1000,217
2023/12/29 18:22:13,1.92,19072000000,4,1.27,2000000,42000
2023/12/29 18:22:14,0.69,19086000000,2,0.69,2000,4000
2023/12/29 18:22:15,0,19094000000,2,0.68,320,97
2023/12/29 18:22:16,0.76,19086000000,2,0.4,0,54
2023/12/29 18:22:17,0.71,19085000000,1,0.48,193,126
2023/12/29 18:22:18,0.99,19108000000,1,0.61,1000,1000
2023/12/29 18:22:19,0.26,19107000000,2,0.37,328,284
2023/12/29 18:22:20,0,19102000000,1,0.26,2000,197
2023/12/29 18:22:21,0,19116000000,1,0.72,5000,2000
2023/12/29 18:22:22,1.66,19116000000,4,0.59,164000,11000
2023/12/29 18:22:23,2.23,19131000000,3,0.26,158000,4000
2023/12/29 18:22:24,0.73,19117000000,1,0.41,13000,2000
2023/12/29 18:22:25,0.18,19116000000,1,1.05,405,304
2023/12/29 18:22:26,1.33,19114000000,2,0.81,145,157
2023/12/29 18:22:27,0.32,19114000000,2,0.26,1000,0
2023/12/29 18:22:28,0.37,19111000000,1,0.77,344,113
2023/12/29 18:22:29,0.16,19109000000,1,0.39,60,0
2023/12/29 18:22:30,0.71,19107000000,1,0.85,60,42
2023/12/29 18:22:31,0,19122000000,1,0.51,1000,486
2023/12/29 18:22:32,2.19,19109000000,1,0.42,86000,4000
